------ Begin Next Fly'm ------


 Begin Fly'm (Thu Jul 25 16:39:50 2024) 
 Ions Flown Separately, Comp Quality(3) 
 Number of Ions to Fly = 150 
 Changes: Mass, Charge,   X,   Y,   Z,  KE,  Azm, Elv, Time of Birth 
           NO     NO     NO   NO   NO   YES  NO   YES      NO  



Ion(1) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10245.1 mm/usec) Azm(0 deg) Elv(30 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(298.65 eV) 
KE_Error(2.42721e-011 eV) 

Ion(1) Event(Hit Electrode) TOF(0.00901648 usec) Mass(0.00054858 amu) 
Charge(-1 e) X(100 mm) Y(46.3874 mm) Z(0 mm) Vt(10245.1 mm/usec) Azm(-0 deg) 
Elv(30 deg) Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) 
KE(298.65 eV) KE_Error(2.42721e-011 eV) 

Ion(2) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10204.2 mm/usec) Azm(0 deg) Elv(28 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(296.267 eV) 
KE_Error(4.35421e-011 eV) 

Ion(2) Event(Hit Electrode) TOF(0.00910112 usec) Mass(0.00054858 amu) 
Charge(-1 e) X(102 mm) Y(43.7996 mm) Z(0 mm) Vt(10204.2 mm/usec) Azm(-0 deg) 
Elv(28 deg) Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) 
KE(296.267 eV) KE_Error(4.35421e-011 eV) 

Ion(3) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10252.5 mm/usec) Azm(0 deg) Elv(26 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(299.08 eV) 
KE_Error(7.20775e-011 eV) 

Ion(3) Event(Hit Electrode) TOF(0.00911559 usec) Mass(0.00054858 amu) 
Charge(-1 e) X(104 mm) Y(41.169 mm) Z(0 mm) Vt(10252.5 mm/usec) Azm(-0 deg) 
Elv(26 deg) Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) 
KE(299.08 eV) KE_Error(7.20775e-011 eV) 

Ion(4) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10340.3 mm/usec) Azm(0 deg) Elv(24 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(304.23 eV) 
KE_Error(6.42331e-012 eV) 

Ion(4) Event(Hit Electrode) TOF(0.00946317 usec) Mass(0.00054858 amu) 
Charge(-1 e) X(109.393 mm) Y(40 mm) Z(0 mm) Vt(10340.3 mm/usec) Azm(-0 deg) 
Elv(24 deg) Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) 
KE(304.23 eV) KE_Error(6.42331e-012 eV) 

Ion(5) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10224.8 mm/usec) Azm(0 deg) Elv(22 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(297.468 eV) 
KE_Error(4.41673e-011 eV) 

Ion(5) Event(Hit Electrode) TOF(0.0103909 usec) Mass(0.00054858 amu) 
Charge(-1 e) X(118.509 mm) Y(40 mm) Z(0 mm) Vt(10224.8 mm/usec) Azm(-0 deg) 
Elv(22 deg) Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) 
KE(297.468 eV) KE_Error(4.41673e-011 eV) 

Ion(6) Event(Ion Created) TOF(0 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(20.001 mm) Y(0.2 mm) Z(0 mm) Vt(10243.7 mm/usec) Azm(0 deg) Elv(20 deg) 
Grad_E(0 V/mm) dE/dx(0 V/mm) dE/dy(0 V/mm) dE/dz(0 V/mm) KE(298.565 eV) 
KE_Error(2.68869e-011 eV) 

Ion(6) Event(Hit Electrode) TOF(0.01136 usec) Mass(0.00054858 amu) Charge(-1 e) 
X(129.351 mm) Y(40 mm) Z(0 mm) Vt(10243.7 mm/usec) Azm(-0 deg) Elv(20 deg) 
